"BE1_ranks","gene","genetype","ranks"
0.0883267074138889,"CHMP7","Nuclear",20256
0.0883136701401845,"CDH13","Nuclear",20255
0.0882829311907898,"AC006213.3","Nuclear",20254
0.0882785491723925,"GPT2","Nuclear",20253
0.0882187694352661,"RPS24","Nuclear Ribosome",20252
0.0881816317614035,"AC012076.1","Nuclear",20251
0.0881542637922756,"LIMCH1","Nuclear",20250
0.0880903301970039,"AC004158.1","Nuclear",20249
0.0879892578233957,"CDK2AP2","Nuclear",20248
0.08798605736455,"FNDC3B","Nuclear",20247
0.087922778641391,"PMS2","Nuclear",20246
0.0879207493003249,"QRFPR","Nuclear",20245
0.0877356887620035,"FAM171A2","Nuclear",20244
0.0875746914572007,"AL445248.1","Nuclear",20243
0.0874630362301685,"MARCH8","Nuclear",20242
0.0874428276779099,"AC025171.5","Nuclear",20241
0.0874386381052113,"LRRIQ1","Nuclear",20240
0.0873526596007394,"PODXL","Nuclear",20239
0.0872880218078954,"KLHL25","Nuclear",20238
0.087256070659831,"TICAM2","Nuclear",20237
0.0872212866954674,"CMTM7","Nuclear",20236
0.0871279679506156,"KANTR","Nuclear",20235
0.0871174559797506,"MRAS","Nuclear",20234
0.0871035104849579,"DTL","Nuclear",20233
0.086932759761061,"GADD45B","Nuclear",20232
0.0869243779856823,"TACC1","Nuclear",20231
0.0868298403798107,"POU3F2","Nuclear",20230
0.0868175562787858,"PHOSPHO2","Nuclear",20229
0.0867656800327009,"CNN3","Nuclear",20228
0.0867382179298783,"SND1","Nuclear",20227
0.0866469903119428,"AC016065.1","Nuclear",20226
0.0865299207620745,"AC022239.1","Nuclear",20225
0.0865199233599609,"YTHDF3","Nuclear",20224
0.086494424332823,"POLR1B","Nuclear",20223
0.0864063075360554,"PUS7","Nuclear",20222
0.0863862647296428,"EMX1","Nuclear",20221
0.086382005057682,"IKBIP","Nuclear",20220
0.0863666670707103,"ZNF579","Nuclear",20219
0.086362667722923,"FOXL2NB","Nuclear",20218
0.0863252130119759,"CTTNBP2NL","Nuclear",20217
0.0862804646806313,"AC107308.1","Nuclear",20216
